顾客ID,产品ID,产品名称,数量,价格,购买日期,总价
892,43,服装,4,78.0,2024-12-21,312
981,96,服装,5,5.0,2024-11-16,25
866,8,服装,1,27.0,2024-12-05,27
370,22,家具,6,94.0,2024-09-16,564
788,10,食品,9,60.0,2024-02-19,540
930,2,百货,1,75.0,2024-08-17,75
83,94,家具,2,26.0,2024-03-13,52
140,2,服装,8,53.0,2024-03-08,424
531,5,百货,5,28.0,2024-11-30,140
449,91,服装,7,9.0,2024-07-10,63
381,24,百货,4,3.0,2024-08-03,12
941,36,百货,6,38.0,2024-10-10,228
269,67,电器,3,50.0,2024-06-12,150
513,63,百货,2,62.0,2024-05-11,124
560,66,食品,8,60.0,2024-12-05,480
763,63,百货,10,70.0,2024-03-02,700
624,76,服装,3,43.0,2024-11-26,129
747,15,家具,5,56.0,2024-03-22,280
694,31,百货,2,100.0,2024-07-16,200
745,75,食品,9,17.0,2024-02-24,153
402,62,服装,6,9.0,2024-07-04,54
543,46,电器,10,59.0,2024-09-14,590
920,65,百货,6,50.0,2024-04-13,300
136,8,家具,7,61.0,2024-02-11,427
447,15,服装,4,79.0,2024-10-09,316
509,24,服装,3,99.0,2024-09-17,297
654,70,服装,6,82.0,2024-03-11,492
302,23,服装,9,72.0,2024-02-28,648
664,58,电器,1,92.0,2024-03-11,92
686,65,服装,10,73.0,2024-08-24,730
432,34,服装,8,52.0,2025-01-28,416
520,94,食品,10,47.0,2024-08-09,470
252,65,电器,3,22.0,2024-04-04,66
436,15,食品,1,72.0,2025-01-01,72
506,26,电器,10,34.0,2024-07-13,340
996,82,家具,6,45.0,2024-07-17,270
817,40,食品,2,68.0,2024-11-16,136
780,26,家具,3,4.0,2024-05-29,12
35,14,服装,9,74.0,2024-08-24,666
794,59,水果,4,77.0,2024-11-28,308
216,26,百货,1,15.0,2024-05-29,15
954,78,家具,9,40.0,2024-05-30,360
974,89,食品,1,41.0,2025-01-25,41
243,92,百货,8,33.0,2024-12-13,264
923,36,水果,8,49.0,2024-10-28,392
599,43,服装,8,4.0,2024-06-30,32
556,86,电器,1,78.0,2024-06-06,78
106,55,百货,4,70.0,2024-07-13,280
534,71,服装,3,67.0,2024-07-07,201
667,34,服装,2,38.0,2024-03-18,76
497,78,家具,4,86.0,2024-08-12,344
656,75,服装,7,84.0,2024-11-29,588
318,14,服装,1,83.0,2024-07-11,83
711,27,百货,6,6.0,2024-07-25,36
942,48,电器,10,75.0,2024-10-19,750
195,20,家具,7,25.0,2025-02-08,175
280,58,电器,10,77.0,2024-10-12,770
37,48,水果,5,50.0,2025-01-14,250
981,45,家具,1,54.0,2024-03-06,54
389,26,百货,2,91.0,2024-03-28,182
572,16,服装,2,22.0,2024-07-02,44
615,38,电器,6,83.0,2025-01-22,498
800,95,百货,8,18.0,2024-03-02,144
177,100,家具,4,58.0,2024-12-31,232
760,22,服装,4,4.0,2024-10-06,16
426,91,服装,7,41.0,2024-07-27,287
289,75,电器,6,56.0,2025-01-25,336
439,50,家具,9,84.0,2025-01-02,756
924,8,水果,5,66.0,2024-03-10,330
38,53,水果,7,61.0,2024-05-23,427
430,95,服装,3,47.0,2024-11-27,141
52,35,水果,4,18.0,2024-05-30,72
928,34,百货,9,58.0,2024-12-28,522
164,94,服装,10,36.0,2024-10-18,360
325,95,电器,3,53.0,2024-08-19,159
378,79,电器,2,82.0,2025-01-16,164
478,49,食品,5,30.0,2024-04-17,150
853,67,电器,2,64.0,2025-01-23,128
930,66,水果,7,5.0,2024-08-16,35
195,83,水果,7,27.0,2025-01-25,189
515,17,百货,8,99.0,2024-06-13,792
651,9,家具,8,19.0,2025-01-13,152
423,89,家具,9,14.0,2024-09-04,126
291,67,食品,5,31.0,2025-02-10,155
506,100,服装,5,61.0,2024-03-15,305
493,43,食品,10,55.0,2024-03-31,550
91,69,家具,10,90.0,2024-11-19,900
733,96,电器,10,2.0,2024-05-01,20
209,90,家具,3,46.0,2024-10-11,138
348,59,电器,3,11.0,2025-01-30,33
556,8,家具,4,67.0,2024-10-05,268
260,34,电器,8,46.0,2024-08-24,368
574,32,水果,2,88.0,2024-05-01,176
571,45,水果,3,35.0,2024-11-04,105
612,23,水果,2,61.0,2024-12-28,122
620,62,百货,6,74.0,2024-02-17,444
793,57,水果,2,32.0,2024-12-02,64
251,26,食品,5,76.0,2025-01-17,380
238,5,电器,2,39.0,2024-07-01,78
43,62,服装,4,87.0,2024-08-30,348
913,21,水果,2,2.0,2024-06-09,4
202,83,电器,9,12.0,2024-03-14,108
557,49,食品,5,76.0,2024-08-25,380
770,63,水果,1,95.0,2024-08-10,95
80,36,水果,9,68.0,2024-03-13,612
781,64,家具,2,7.0,2024-11-24,14
568,12,服装,10,50.0,2024-10-30,500
152,98,家具,5,94.0,2024-05-15,470
103,74,食品,10,89.0,2024-11-17,890
216,78,家具,5,5.0,2024-03-14,25
536,77,百货,10,33.0,2024-12-05,330
507,81,家具,1,11.0,2024-12-28,11
961,12,服装,1,1.0,2024-04-20,1
708,71,食品,1,52.0,2024-03-16,52
869,95,电器,3,17.0,2024-12-30,51
977,26,服装,4,54.0,2024-11-24,216
259,100,水果,6,23.0,2024-05-13,138
424,56,水果,2,73.0,2024-03-14,146
408,5,水果,10,72.0,2024-11-05,720
101,44,水果,5,93.0,2024-08-07,465
953,70,水果,9,19.0,2024-12-11,171
468,7,家具,1,85.0,2024-12-04,85
707,89,百货,6,22.0,2024-08-06,132
969,100,食品,4,51.0,2024-08-26,204
892,73,电器,3,33.0,2024-02-18,99
158,35,水果,7,82.0,2024-07-31,574
619,37,水果,6,24.0,2024-12-14,144
613,10,百货,2,41.0,2024-12-25,82
76,77,水果,7,87.0,2024-11-23,609
194,90,食品,5,68.0,2024-04-25,340
632,83,百货,2,100.0,2024-12-14,200
742,59,食品,6,82.0,2024-02-22,492
252,94,服装,1,79.0,2024-11-11,79
660,71,家具,10,95.0,2024-03-02,950
583,61,水果,6,88.0,2024-05-17,528
549,41,水果,2,32.0,2024-02-21,64
999,84,电器,9,23.0,2024-10-16,207
117,64,服装,1,79.0,2024-10-07,79
799,18,食品,2,91.0,2024-04-26,182
179,86,百货,4,22.0,2024-04-29,88
904,57,食品,2,1.0,2024-12-22,2
125,97,服装,1,48.0,2024-05-21,48
232,34,服装,6,86.0,2025-01-15,516
521,97,百货,8,47.0,2025-01-11,376
808,38,电器,6,26.0,2024-10-20,156
784,4,家具,2,75.0,2024-05-14,150
197,36,水果,4,1.0,2024-08-15,4
551,35,电器,4,41.0,2024-07-10,164
472,24,家具,1,99.0,2024-07-01,99
934,88,水果,7,94.0,2024-02-18,658
78,28,电器,9,96.0,2024-02-12,864
212,55,服装,3,58.0,2024-08-12,174
669,18,食品,10,98.0,2024-09-08,980
671,3,百货,7,88.0,2024-10-06,616
518,83,食品,5,62.0,2024-05-14,310
52,42,服装,1,27.0,2024-09-08,27
566,1,家具,3,62.0,2024-04-09,186
900,90,百货,6,3.0,2024-05-27,18
389,16,服装,10,58.0,2024-05-20,580
142,25,家具,1,11.0,2024-07-29,11
378,30,水果,9,62.0,2024-02-15,558
644,86,水果,3,6.0,2024-12-26,18
766,25,食品,9,4.0,2024-12-03,36
81,64,电器,7,10.0,2024-04-18,70
457,86,服装,4,62.0,2024-08-05,248
321,14,家具,1,29.0,2024-04-29,29
539,41,水果,2,56.0,2024-05-16,112
477,21,食品,9,13.0,2024-03-01,117
336,62,百货,8,67.0,2025-02-10,536
25,62,电器,7,84.0,2024-09-24,588
344,48,水果,6,68.0,2024-09-01,408
796,14,服装,2,74.0,2025-02-02,148
142,11,电器,1,52.0,2024-05-26,52
758,55,百货,7,79.0,2024-06-17,553
769,9,电器,9,62.0,2024-04-26,558
579,88,服装,2,98.0,2024-06-08,196
383,90,电器,4,79.0,2024-05-26,316
695,65,百货,5,86.0,2024-09-03,430
987,56,服装,3,26.0,2024-11-25,78
869,78,家具,4,79.0,2024-06-10,316
841,97,水果,5,70.0,2024-06-20,350
628,26,服装,8,8.0,2025-01-18,64
504,57,家具,2,22.0,2024-07-14,44
339,30,家具,1,31.0,2024-03-02,31
129,66,电器,1,3.0,2024-10-15,3
601,26,水果,9,88.0,2024-10-08,792
434,88,百货,4,15.0,2024-11-03,60
530,94,服装,9,19.0,2024-06-30,171
272,42,水果,2,65.0,2024-02-24,130
39,61,食品,1,38.0,2024-12-03,38
84,13,家具,5,84.0,2024-03-31,420
895,63,电器,4,9.0,2024-08-15,36
682,61,电器,10,34.0,2024-07-08,340
651,38,水果,4,73.0,2025-01-14,292
527,100,水果,2,56.0,2024-12-15,112
431,36,百货,2,72.0,2024-08-31,144
345,3,电器,2,9.0,2024-07-09,18
238,79,家具,7,93.0,2025-01-03,651
719,55,百货,5,49.0,2024-08-04,245
545,36,家具,9,21.0,2024-11-01,189
505,64,水果,7,29.0,2024-05-12,203
397,50,家具,4,6.0,2025-01-10,24
75,41,服装,5,15.0,2024-11-19,75
148,40,水果,3,72.0,2024-12-18,216
311,98,家具,1,73.0,2024-08-18,73
543,23,电器,3,61.0,2024-07-20,183
110,69,食品,7,30.0,2024-02-26,210
547,57,服装,5,62.0,2025-02-04,310
498,22,百货,4,64.0,2024-09-15,256
280,66,电器,2,21.0,2024-11-05,42
46,27,百货,7,22.0,2024-03-06,154
164,45,水果,9,13.0,2024-04-30,117
607,48,百货,1,62.0,2024-05-28,62
898,27,食品,4,69.0,2024-04-14,276
187,47,电器,2,2.0,2024-03-02,4
630,28,百货,1,15.0,2024-10-14,15
878,83,服装,5,52.0,2024-11-26,260
666,66,电器,1,18.0,2024-03-04,18
758,61,食品,6,51.0,2024-09-01,306
549,43,服装,2,76.0,2024-09-23,152
912,67,家具,9,12.0,2024-02-12,108
714,47,百货,8,61.0,2025-01-08,488
543,97,电器,3,49.0,2024-11-17,147
688,56,服装,1,42.0,2025-01-08,42
550,64,家具,4,34.0,2024-08-27,136
244,73,家具,2,37.0,2024-09-06,74
35,97,服装,6,84.0,2024-09-23,504
115,50,百货,8,42.0,2024-06-16,336
355,70,电器,1,71.0,2025-01-25,71
316,13,服装,9,99.0,2024-08-15,891
162,54,家具,4,94.0,2024-05-21,376
303,90,食品,10,5.0,2024-06-08,50
233,66,电器,3,21.0,2024-02-18,63
176,100,食品,3,60.0,2025-02-03,180
276,81,家具,7,8.0,2024-06-24,56
942,78,电器,6,85.0,2024-12-13,510
9,96,食品,10,98.0,2024-06-18,980
172,22,百货,3,86.0,2024-08-09,258
799,67,家具,7,84.0,2024-08-27,588
243,16,电器,5,80.0,2024-09-21,400
921,54,电器,2,88.0,2024-10-18,176
526,77,百货,4,89.0,2024-04-05,356
926,95,电器,6,9.0,2024-09-04,54
740,82,服装,2,74.0,2024-11-17,148
733,15,家具,2,94.0,2024-08-25,188
506,45,百货,4,48.0,2024-08-10,192
457,75,水果,1,18.0,2024-03-21,18
718,89,电器,10,61.0,2024-12-28,610
358,15,家具,5,20.0,2024-12-14,100
271,77,食品,7,70.0,2024-05-18,490
440,36,家具,5,10.0,2024-06-23,50
401,10,家具,2,71.0,2024-06-22,142
385,33,百货,6,5.0,2024-04-10,30
291,74,百货,4,68.0,2024-08-28,272
384,53,服装,4,64.0,2025-02-03,256
909,38,电器,3,63.0,2024-04-02,189
138,34,服装,1,23.0,2024-06-28,23
285,67,服装,3,52.0,2024-12-08,156
302,25,家具,10,78.0,2024-07-05,780
260,47,服装,3,3.0,2024-11-15,9
99,35,家具,8,59.0,2024-02-17,472
657,5,食品,7,11.0,2024-12-12,77
361,6,食品,2,74.0,2024-10-18,148
227,24,家具,5,23.0,2024-05-09,115
484,35,百货,3,8.0,2025-01-01,24
705,28,服装,5,17.0,2024-07-06,85
93,94,服装,2,31.0,2024-05-23,62
165,40,服装,6,85.0,2024-12-20,510
676,66,食品,10,48.0,2024-10-26,480
920,29,电器,2,37.0,2025-01-09,74
582,71,水果,8,68.0,2025-01-23,544
840,37,食品,3,3.0,2024-04-17,9
84,7,食品,7,55.0,2024-05-28,385
57,87,家具,2,40.0,2024-05-09,80
860,8,百货,3,92.0,2024-02-27,276
569,24,百货,3,80.0,2024-12-20,240
868,17,服装,10,56.0,2024-08-23,560
183,82,服装,2,78.0,2024-08-02,156
222,40,百货,5,93.0,2024-08-16,465
214,32,家具,10,9.0,2025-02-06,90
720,65,电器,10,15.0,2024-06-09,150
541,9,电器,2,40.0,2024-03-31,80
869,90,服装,9,100.0,2024-09-08,900
297,96,服装,6,95.0,2024-03-16,570
911,22,电器,7,9.0,2024-05-04,63
726,53,家具,6,10.0,2024-07-09,60
662,65,服装,10,33.0,2024-04-19,330
48,92,食品,10,33.0,2024-08-14,330
807,55,食品,7,21.0,2024-10-08,147
117,89,家具,10,14.0,2024-05-16,140
523,18,服装,4,77.0,2025-01-21,308
983,14,百货,9,31.0,2024-10-12,279
877,77,家具,8,95.0,2025-02-09,760
389,92,家具,1,46.0,2024-03-30,46
548,88,百货,5,36.0,2024-06-22,180
986,38,家具,6,100.0,2024-06-18,600
710,45,百货,5,52.0,2024-09-21,260
642,22,家具,8,97.0,2024-03-06,776
53,81,电器,2,8.0,2024-07-27,16
832,51,电器,10,19.0,2024-05-23,190
547,76,服装,2,21.0,2024-09-19,42
753,1,百货,7,51.0,2024-09-05,357
331,58,服装,2,45.0,2024-07-03,90
22,1,家具,6,23.0,2024-08-09,138
934,21,百货,2,58.0,2024-06-26,116
272,87,水果,8,44.0,2024-08-08,352
925,15,食品,7,50.0,2024-06-11,350
519,49,百货,8,34.0,2024-02-24,272
258,60,家具,7,96.0,2025-01-15,672
295,58,家具,1,56.0,2024-07-13,56
416,37,食品,5,91.0,2024-12-11,455
925,55,服装,4,11.0,2024-07-17,44
713,36,百货,5,9.0,2024-11-17,45
795,64,百货,5,3.0,2024-04-02,15
962,34,服装,4,56.0,2025-01-19,224
601,31,服装,8,66.0,2024-09-06,528
291,71,食品,9,17.0,2024-12-17,153
306,28,电器,4,96.0,2024-05-23,384
269,49,水果,5,38.0,2024-11-18,190
610,95,食品,4,84.0,2024-10-25,336
146,38,电器,8,33.0,2024-03-15,264
321,18,家具,10,25.0,2024-12-25,250
380,62,百货,10,16.0,2024-11-23,160
856,41,水果,4,36.0,2024-06-21,144
539,68,服装,9,35.0,2024-09-21,315
940,24,家具,1,43.0,2024-10-11,43
982,4,百货,2,22.0,2024-09-08,44
798,41,百货,4,25.0,2024-04-05,100
837,20,食品,9,26.0,2024-04-11,234
910,29,服装,4,23.0,2024-03-02,92
502,22,百货,9,83.0,2024-11-12,747
674,89,食品,6,18.0,2024-07-19,108
512,49,服装,7,40.0,2024-09-06,280
532,79,食品,8,14.0,2024-07-27,112
557,27,水果,9,5.0,2024-11-24,45
865,15,水果,1,63.0,2025-01-12,63
339,90,百货,5,84.0,2024-03-20,420
693,53,食品,3,79.0,2024-09-28,237
146,75,服装,9,17.0,2024-02-24,153
839,33,水果,6,3.0,2024-05-01,18
854,71,水果,5,4.0,2024-08-23,20
206,98,家具,7,2.0,2024-09-26,14
997,37,服装,3,41.0,2024-02-19,123
856,61,家具,8,40.0,2024-04-16,320
453,88,食品,8,18.0,2024-08-30,144
399,10,家具,6,92.0,2024-06-14,552
311,18,电器,7,27.0,2024-07-29,189
944,27,百货,2,57.0,2024-09-12,114
737,80,家具,9,5.0,2024-12-28,45
398,45,水果,8,69.0,2024-05-27,552
619,45,百货,10,92.0,2024-03-16,920
979,59,水果,6,32.0,2024-12-25,192
785,72,水果,1,78.0,2024-03-06,78
876,67,水果,6,85.0,2025-01-31,510
801,56,食品,1,9.0,2024-06-19,9
926,15,百货,7,17.0,2025-02-02,119
65,24,百货,4,24.0,2024-04-26,96
157,35,水果,10,7.0,2024-05-01,70
720,65,电器,9,84.0,2024-03-03,756
555,59,家具,1,77.0,2024-02-12,77
904,84,家具,1,3.0,2025-01-09,3
173,45,电器,10,62.0,2024-08-20,620
112,21,百货,2,63.0,2024-04-14,126
959,68,食品,7,47.0,2024-11-04,329
55,26,服装,3,94.0,2024-04-22,282
533,14,百货,7,66.0,2024-03-20,462
209,56,电器,2,44.0,2025-02-04,88
564,52,服装,10,20.0,2024-05-11,200
53,93,食品,7,50.0,2024-11-12,350
840,23,家具,5,43.0,2024-06-30,215
11,86,百货,3,9.0,2024-05-04,27
871,12,食品,7,30.0,2024-02-28,210
515,99,水果,2,94.0,2024-05-08,188
822,97,水果,6,34.0,2024-12-30,204
794,53,家具,9,84.0,2024-04-16,756
838,16,水果,7,58.0,2024-11-14,406
877,5,家具,1,43.0,2024-10-27,43
773,23,水果,10,2.0,2024-08-08,20
365,30,百货,10,20.0,2024-07-14,200
64,61,家具,2,76.0,2024-09-11,152
866,38,家具,2,37.0,2024-09-12,74
360,9,百货,10,32.0,2024-05-21,320
762,50,水果,10,17.0,2024-03-15,170
109,98,食品,5,71.0,2024-03-05,355
147,49,家具,5,77.0,2024-06-24,385
446,60,家具,2,17.0,2024-07-21,34
502,44,水果,1,37.0,2024-04-07,37
954,14,电器,3,1.0,2024-12-11,3
891,85,百货,10,35.0,2024-03-25,350
415,3,家具,3,98.0,2025-01-15,294
636,88,百货,4,18.0,2024-06-25,72
450,41,食品,9,39.0,2024-09-12,351
456,83,电器,4,23.0,2024-07-22,92
927,29,电器,5,33.0,2025-01-30,165
692,43,服装,3,89.0,2024-06-28,267
512,55,家具,3,82.0,2024-11-29,246
646,61,电器,8,25.0,2024-03-20,200
723,87,服装,5,35.0,2024-12-13,175
618,65,电器,10,59.0,2024-08-23,590
140,94,水果,2,15.0,2024-12-10,30
626,23,百货,3,24.0,2024-02-11,72
539,39,家具,5,66.0,2024-09-14,330
114,42,百货,3,28.0,2024-07-02,84
131,23,电器,1,63.0,2024-05-24,63
181,99,水果,10,31.0,2024-04-03,310
554,22,水果,6,93.0,2024-06-08,558
576,54,百货,10,47.0,2024-05-22,470
647,9,服装,4,1.0,2024-08-26,4
465,29,电器,6,2.0,2024-07-24,12
521,25,水果,3,8.0,2024-07-16,24
261,19,电器,4,24.0,2024-06-13,96
897,85,服装,6,35.0,2024-02-22,210
186,44,食品,5,100.0,2024-03-13,500
759,73,电器,3,67.0,2024-12-15,201
506,67,百货,9,36.0,2024-12-18,324
767,56,食品,4,73.0,2024-06-06,292
73,53,服装,9,11.0,2024-03-18,99
478,56,服装,1,19.0,2024-07-10,19
622,53,食品,8,53.0,2025-01-14,424
477,28,水果,2,30.0,2024-08-11,60
59,52,家具,7,46.0,2024-12-28,322
753,28,服装,3,90.0,2024-11-01,270
873,81,电器,6,95.0,2024-12-20,570
635,12,服装,4,85.0,2024-12-22,340
134,86,服装,4,59.0,2024-04-19,236
991,13,水果,4,42.0,2024-07-01,168
846,13,家具,4,19.0,2024-08-29,76
962,80,百货,6,26.0,2024-02-29,156
246,50,水果,8,83.0,2024-11-29,664
290,64,食品,10,21.0,2024-08-26,210
700,94,服装,3,75.0,2024-08-31,225
278,19,服装,4,1.0,2024-10-13,4
69,1,电器,7,66.0,2025-01-20,462
929,74,百货,1,47.0,2024-03-16,47
574,80,电器,6,84.0,2024-08-31,504
724,67,服装,8,96.0,2025-01-01,768
572,50,水果,1,95.0,2024-04-13,95
153,45,家具,5,54.0,2024-05-26,270
977,81,家具,6,69.0,2024-02-18,414
578,51,食品,3,54.0,2024-11-19,162
260,2,电器,3,90.0,2024-07-30,270
921,86,电器,2,81.0,2024-04-15,162
200,72,百货,3,60.0,2025-01-01,180
71,52,家具,9,51.0,2025-01-04,459
301,11,食品,7,15.0,2024-04-29,105
467,25,服装,1,21.0,2024-11-18,21
64,18,食品,7,86.0,2024-02-29,602
726,70,水果,9,48.0,2025-01-16,432
170,97,食品,4,65.0,2024-09-30,260
628,15,食品,1,26.0,2024-04-15,26
440,47,服装,9,71.0,2024-10-18,639
46,87,家具,1,42.0,2025-01-29,42
197,6,水果,10,72.0,2024-12-09,720
814,86,家具,6,19.0,2024-04-03,114
517,84,百货,9,79.0,2024-07-04,711
507,69,家具,8,70.0,2024-12-18,560
700,39,家具,4,60.0,2024-06-26,240
713,25,百货,6,3.0,2024-09-21,18
147,96,家具,10,67.0,2024-07-18,670
291,84,服装,8,92.0,2024-03-01,736
798,91,百货,10,40.0,2024-04-26,400
144,87,家具,2,39.0,2024-04-12,78
87,47,服装,4,70.0,2024-04-05,280
130,49,食品,6,24.0,2024-07-27,144
526,91,水果,10,43.0,2024-03-13,430
587,2,服装,4,42.0,2025-01-30,168
977,32,电器,9,52.0,2024-08-08,468
840,49,百货,5,51.0,2024-05-02,255
491,99,水果,6,50.0,2024-06-11,300
333,43,食品,7,45.0,2024-03-28,315
101,50,服装,4,29.0,2024-04-26,116
226,35,水果,8,37.0,2024-11-14,296
120,89,水果,4,64.0,2024-04-24,256
631,29,电器,5,44.0,2024-12-01,220
217,23,水果,2,43.0,2024-07-09,86
291,18,服装,5,6.0,2024-08-25,30
156,30,食品,7,83.0,2025-02-02,581
959,93,食品,7,36.0,2024-08-06,252
411,90,食品,5,4.0,2024-03-11,20
856,17,水果,7,76.0,2024-06-14,532
997,71,服装,10,8.0,2024-02-14,80
165,5,百货,3,79.0,2024-03-08,237
116,44,电器,6,47.0,2024-07-28,282
652,48,家具,6,29.0,2024-05-18,174
433,13,服装,4,89.0,2024-05-08,356
119,26,家具,3,49.0,2024-12-16,147
188,52,家具,4,90.0,2024-12-08,360
559,34,服装,7,22.0,2024-06-24,154
416,7,家具,1,39.0,2024-08-04,39
705,19,电器,4,14.0,2024-06-21,56
546,97,百货,10,89.0,2025-02-02,890
928,83,食品,7,94.0,2024-12-25,658
869,7,服装,5,6.0,2024-08-10,30
778,87,家具,3,38.0,2024-11-05,114
224,2,食品,5,41.0,2024-11-04,205
126,24,水果,10,59.0,2025-02-03,590
364,69,百货,10,45.0,2024-09-26,450
845,13,水果,8,11.0,2025-01-16,88
660,32,服装,9,18.0,2024-04-08,162
123,58,服装,4,61.0,2024-02-25,244
901,76,服装,2,33.0,2024-09-20,66
308,72,百货,2,88.0,2024-10-15,176
662,1,服装,5,90.0,2024-10-08,450
806,42,家具,6,43.0,2024-12-13,258
421,56,水果,9,92.0,2024-08-29,828
4,22,食品,2,14.0,2024-12-15,28
397,26,水果,7,64.0,2024-10-16,448
654,12,水果,1,28.0,2024-05-04,28
48,21,电器,2,84.0,2024-04-10,168
259,52,家具,6,40.0,2024-07-07,240
81,87,家具,8,78.0,2025-01-06,624
90,93,水果,7,22.0,2024-08-20,154
547,64,百货,8,13.0,2024-06-14,104
833,10,电器,5,98.0,2024-12-08,490
383,95,水果,1,14.0,2024-11-11,14
275,62,服装,5,90.0,2024-11-08,450
866,45,百货,5,72.0,2024-03-26,360
609,61,电器,7,83.0,2024-07-26,581
675,57,服装,9,52.0,2024-05-16,468
221,95,家具,8,89.0,2024-03-27,712
555,83,服装,8,76.0,2024-04-26,608
246,55,百货,2,51.0,2024-05-18,102
643,96,服装,6,2.0,2024-12-20,12
60,29,百货,3,8.0,2024-06-03,24
974,20,家具,7,94.0,2024-03-28,658
932,35,家具,9,33.0,2024-04-22,297
272,71,百货,10,52.0,2025-01-21,520
93,10,水果,1,22.0,2024-04-20,22
219,82,食品,7,23.0,2024-08-15,161
827,22,水果,2,69.0,2024-06-29,138
790,11,家具,9,73.0,2024-09-28,657
920,65,食品,10,78.0,2024-08-10,780
51,94,水果,9,6.0,2025-01-05,54
187,59,水果,10,73.0,2025-01-22,730
848,57,水果,2,40.0,2024-03-27,80
100,5,服装,9,93.0,2024-08-15,837
902,85,水果,4,8.0,2024-11-11,32
403,27,电器,4,100.0,2024-12-15,400
544,2,家具,10,48.0,2024-12-08,480
269,11,百货,9,14.0,2024-04-15,126
281,56,家具,3,52.0,2024-05-18,156
397,4,食品,4,52.0,2024-09-06,208
456,100,家具,10,42.0,2024-03-05,420
75,4,服装,6,66.0,2025-01-13,396
803,6,服装,2,52.0,2024-07-29,104
849,76,水果,8,62.0,2024-09-21,496
813,3,水果,7,22.0,2024-12-10,154
673,29,服装,3,5.0,2024-06-07,15
641,97,家具,6,44.0,2024-07-16,264
252,16,电器,6,28.0,2025-01-20,168
424,36,百货,1,50.0,2024-06-18,50
795,4,食品,10,60.0,2024-10-23,600
156,84,百货,7,75.0,2024-11-15,525
442,14,百货,3,35.0,2024-05-12,105
594,100,百货,2,52.0,2025-01-14,104
769,94,食品,7,19.0,2024-02-26,133
668,63,电器,3,60.0,2025-01-18,180
941,87,家具,9,7.0,2024-12-02,63
919,64,百货,10,46.0,2024-07-23,460
998,32,百货,2,55.0,2024-10-30,110
679,46,水果,2,17.0,2024-06-28,34
851,10,百货,2,12.0,2024-11-29,24
605,71,水果,10,29.0,2024-05-24,290
443,75,电器,4,93.0,2024-08-26,372
895,98,服装,6,100.0,2025-01-17,600
164,52,食品,8,42.0,2024-10-03,336
519,65,家具,8,78.0,2024-04-04,624
839,17,家具,7,44.0,2024-08-05,308
951,52,百货,2,86.0,2024-05-15,172
590,53,服装,9,22.0,2024-12-03,198
442,66,百货,1,40.0,2024-11-08,40
225,17,食品,5,61.0,2024-04-15,305
128,24,水果,10,49.0,2024-11-23,490
435,14,食品,4,7.0,2024-03-30,28
938,67,百货,6,22.0,2024-10-16,132
930,91,家具,1,87.0,2024-03-16,87
639,83,家具,7,58.0,2024-04-07,406
292,34,食品,9,46.0,2024-12-29,414
680,27,百货,6,73.0,2025-01-30,438
310,25,服装,2,43.0,2025-01-21,86
61,75,水果,6,57.0,2024-10-24,342
55,95,电器,2,39.0,2024-10-12,78
256,88,家具,3,34.0,2024-09-16,102
912,34,百货,1,93.0,2024-07-27,93
357,86,家具,2,4.0,2024-02-29,8
485,65,电器,3,95.0,2024-02-14,285
359,50,家具,4,74.0,2024-05-25,296
638,64,家具,2,26.0,2024-12-21,52
263,5,服装,6,46.0,2024-12-18,276
356,30,家具,9,59.0,2024-03-28,531
610,27,百货,9,56.0,2024-12-31,504
39,76,服装,2,50.0,2024-12-20,100
445,10,电器,5,67.0,2024-04-20,335
69,97,百货,8,86.0,2024-11-08,688
944,71,服装,8,26.0,2025-01-27,208
220,98,水果,4,1.0,2024-04-07,4
277,83,电器,10,98.0,2024-07-11,980
109,83,电器,2,74.0,2024-05-06,148
671,42,食品,6,70.0,2025-01-19,420
72,15,服装,9,60.0,2024-06-07,540
555,57,电器,5,82.0,2024-07-25,410
361,10,服装,8,49.0,2024-08-02,392
438,11,食品,10,91.0,2024-10-10,910
354,21,家具,6,87.0,2025-01-07,522
930,40,家具,1,77.0,2024-03-06,77
146,7,百货,8,95.0,2024-08-13,760
298,11,家具,9,84.0,2024-06-27,756
427,6,百货,3,34.0,2024-10-14,102
716,67,食品,5,76.0,2024-08-10,380
896,76,百货,3,77.0,2024-04-15,231
414,78,服装,3,29.0,2025-01-06,87
618,73,服装,6,19.0,2024-06-23,114
723,71,家具,8,61.0,2024-08-06,488
950,92,电器,4,43.0,2024-05-20,172
823,14,服装,10,90.0,2024-12-16,900
142,90,家具,3,23.0,2025-01-24,69
855,14,水果,10,17.0,2024-05-27,170
160,70,电器,8,71.0,2024-07-06,568
652,68,水果,6,28.0,2024-12-15,168
344,79,电器,7,22.0,2024-08-25,154
138,6,百货,7,90.0,2025-01-15,630
761,79,百货,6,1.0,2024-07-06,6
466,55,家具,1,29.0,2024-03-04,29
685,56,家具,1,83.0,2024-06-15,83
72,2,家具,2,99.0,2024-03-03,198
684,12,服装,2,47.0,2024-06-27,94
169,3,百货,7,49.0,2024-08-13,343
607,37,水果,8,83.0,2024-07-16,664
171,9,食品,9,54.0,2024-02-20,486
531,33,百货,9,78.0,2024-03-30,702
182,42,服装,1,27.0,2025-01-18,27
132,33,百货,9,18.0,2024-06-18,162
279,28,服装,1,47.0,2024-10-31,47
